4,1,2,3,0.00026524,0.040028
4,1,2,4,0.0027187,0.0054431
4,1,2,5,0.0010278,0.028529
4,2,1,1,0.0002984,0.1
4,2,1,2,0.0069626,0.14818
4,2,1,3,0,8.7795e-05
4,2,1,4,0.018766,0.78884
4,2,1,5,0,0.0016671
4,2,2,1,0.0013262,0.1
4,2,2,2,0.018932,0.37892
4,2,2,3,9.9466e-05,0.040028
4,2,2,4,0.012002,0.0054431
4,2,2,5,0,0.028529
4,3,1,1,0.0015915,0.1
4,3,1,2,0.0028845,0.14818
4,3,1,3,0,8.7795e-05
4,3,1,4,0.0034482,0.78884
4,3,1,5,6.6311e-05,0.0016671
4,3,2,1,0.0076921,0.1
4,3,2,2,0.0051059,0.37892
4,3,2,3,0.0018899,0.040028
4,3,2,4,0.0073605,0.0054431
4,3,2,5,0,0.028529
4,4,1,1,0.0047412,0.1
4,4,1,2,3.3155e-05,0.14818
4,4,1,3,0.0052717,8.7795e-05
4,4,1,4,0.00036471,0.78884
4,4,1,5,0.00016578,0.0016671
4,4,2,1,0.015019,0.1
4,4,2,2,0.0041113,0.37892
4,4,2,3,9.9466e-05,0.040028
4,4,2,4,0.0035476,0.0054431
4,4,2,5,3.3155e-05,0.028529
4,5,1,1,0,0.1
4,5,1,2,0.05779,0.14818
4,5,1,3,0,8.7795e-05
4,5,1,4,9.9466e-05,0.78884
4,5,1,5,0.0050396,0.0016671
4,5,2,1,0.0047081,0.1
4,5,2,2,0.0052386,0.37892
4,5,2,3,0,0.040028
4,5,2,4,0.007261,0.0054431
4,5,2,5,3.3155e-05,0.028529
5,1,1,1,0.0005968,0.1
5,1,1,2,0.00062995,0.00066937
5,1,1,3,0.0005968,0.51342
5,1,1,4,0.0002984,0.00046748
5,1,1,5,0,0.00053555
5,1,2,1,0.0012599,0.1
5,1,2,2,0.00086204,0.12315
5,1,2,3,0.00082888,0.058283
5,1,2,4,0,0.0010906
5,1,2,5,0.0019562,0.061626
5,2,1,1,6.6311e-05,0.1
5,2,1,2,0.0011273,0.00066937
5,2,1,3,0.00023209,0.51342
5,2,1,4,0,0.00046748
5,2,1,5,0,0.00053555
5,2,2,1,0.0016246,0.1
5,2,2,2,0.0062995,0.12315
5,2,2,3,0.00056364,0.058283
5,2,2,4,0,0.0010906
5,2,2,5,0,0.061626
5,3,1,1,0.002984,0.1
5,3,1,2,0.00066311,0.00066937
5,3,1,3,0.0005968,0.51342
5,3,1,4,3.3155e-05,0.00046748
5,3,1,5,0,0.00053555
5,3,2,1,0.0071284,0.1
5,3,2,2,0.0022546,0.12315
5,3,2,3,0.014887,0.058283
5,3,2,4,3.3155e-05,0.0010906
5,3,2,5,0,0.061626
5,4,1,1,0.0057027,0.1
5,4,1,2,0,0.00066937
5,4,1,3,0.094493,0.51342
5,4,1,4,0,0.00046748
5,4,1,5,9.9466e-05,0.00053555
5,4,2,1,0.014522,0.1
5,4,2,2,0.0015251,0.12315
5,4,2,3,0.00056364,0.058283
5,4,2,4,3.3155e-05,0.0010906
5,4,2,5,6.6311e-05,0.061626
5,5,1,1,3.3155e-05,0.1
5,5,1,2,0.010146,0.00066937
5,5,1,3,3.3155e-05,0.51342
5,5,1,4,0,0.00046748
5,5,1,5,0.011074,0.00053555
5,5,2,1,0.0049733,0.1
5,5,2,2,0.0014588,0.12315
5,5,2,3,9.9466e-05,0.058283
5,5,2,4,3.3155e-05,0.0010906
5,5,2,5,3.3155e-05,0.061626
